"Website","Name","Business Type","Lead Score","Priority","Confidence","Email","Phone","Twitter","LinkedIn","Technologies"
"https://school.100xdevs.com","100xSchool","Media/Blog","25","Low","70","","","https://x.com/100xSchool","","Next.js"
